,MVO,Decision Tree,Decision Tree (tuned),Random Forest,Random Forest (tuned),Gradient boosting,Gradient boosting (tuned)
2020-10-02,-0.0026100263860194036,-0.0004604343188195906,-0.0006799965238345926,-0.00045392416997792076,-0.0009938060114707285,-0.00044244897640943607,-0.00093526326100728
2020-10-05,0.0017639868080768471,0.005952750111537368,0.009382411776221684,0.006987086874447445,0.008860453233352682,0.007958577385688705,0.008640776669598347
2020-10-06,-0.0022454889954349397,-0.0015087505424861561,-0.003461350530244124,-0.0019239357117676902,-0.0029881767375061286,-0.0026145725759666666,-0.0029243954892460766
2020-10-07,0.003577455368492309,0.004932689559050827,0.0074880743185243345,0.005683764235709656,0.006890461077267312,0.00646867033066106,0.00674699048786383
2020-10-08,0.003037437088210594,0.00545122336350293,0.007086378592192518,0.00577567948003097,0.006704886031413675,0.0060291989583538905,0.006526604963006508
2020-10-09,0.002171300200966287,0.002058414728801722,0.003077644169931753,0.0023023334474616785,0.003223379829740952,0.0024591222727349017,0.0030978897560330686
2020-10-12,0.004977594513167033,0.0034699809507350776,0.004907704479364816,0.003788147284383,0.004511423465893271,0.0043225945111988375,0.004421782449535259
2020-10-13,-0.0010448003287581687,-0.003659914775877189,-0.005377737754117887,-0.004216828367525471,-0.005141794263877253,-0.004502647844624421,-0.005018332432545411
2020-10-14,-0.0011071675408564799,-0.0013078657446773643,-0.0021358128727663123,-0.0015768127761827985,-0.001887461737469369,-0.0018845437380553155,-0.0018644242633664685
2020-10-15,-0.0005688777527783755,-0.0003507581774358181,-0.000758530558371604,-0.0002932580371136967,-0.0011742701158407463,-0.0004736469783199257,-0.0011081844611448206
2020-10-16,-0.0008115864072479086,0.00044154923460372627,0.0006464479418520873,0.0005923982026545042,0.0007787811367652964,0.00048123682634514277,0.0007566108801424779
2020-10-19,-0.0042678823211883465,-0.004114838769930118,-0.0058004014169251855,-0.004436341714270698,-0.005184424426574782,-0.004857856318096324,-0.005068194933699502
2020-10-20,0.00016852078924435815,0.002488302455909392,0.003445941141821731,0.002962994546496065,0.0035239011490423933,0.003068433778434263,0.003433029020245745
2020-10-21,-0.0017126653745909385,-0.0014084352001196786,-0.0018955916230462492,-0.0012278914151953012,-0.0016237436406616708,-0.0015749416791192002,-0.0015783046697830875
2020-10-22,0.00029605574489069636,0.0023524480380051104,0.0037450613002364594,0.003047500576340975,0.0031058229390453444,0.0034244185163834137,0.0030982282775365733
2020-10-23,0.0018815068445399538,0.0023764674565126005,0.0030210739961341847,0.0023911014296517557,0.002987809896099173,0.002581557278908782,0.0028885329669078776
